Event_Id,Section,Quantity,Price,Row,Availability
107,139,2,285,DD,
107,7,2,285,K,
107,102,4,285,KK,
107,157,1,258,PP,
107,102,4,285,LL,
107,237,6,285,4,
107,227,5,285,1,
107,107,2,261,FF,
107,107,2,261,GG,
107,160,2,260,JJ,
107,403,2,260,C,
107,94,4,260,SS,
107,225,4,260,9,
107,215,6,260,13,
107,98,3,289,KK,
107,132,1,263,NN,
107,161,2,266,FF,
107,98,4,264,PP,
107,161,4,264,NN,
107,217,4,264,11,
107,211,6,264,10,
107,401,3,292,D,
107,216,2,292,14,
107,402,3,292,C,
107,7,2,292,E,
107,7,2,292,J,
107,71,2,292,E,
107,325,4,292,A,
107,163,10,294,KK,
107,215,2,249,15,
107,6,4,296,G,
107,403,3,296,D,
107,216,2,296,8,
107,106,2,296,DD,
107,126,4,296,JJ,
107,110,2,296,DD,
107,93,4,269,RR,
107,135,2,269,GG,
107,73,2,269,F,
107,124,2,269,NN,
107,161,4,271,JJ,
107,98,4,271,MM,
107,162,8,299,KK,
107,213,12,271,17,
107,239,6,275,49,
107,128,3,272,CC,
107,241,6,275,49,
107,241,1,272,30,
107,242,1,272,30,
107,0,4,272,8,
107,0,2,272,C,
107,3,9,288,G,
107,98,3,272,HH,
107,408,2,272,A,
107,409,3,301,A,
107,6,4,303,D,
107,137,4,303,DD,
107,127,2,277,NN,
107,216,2,303,5,
107,160,3,303,CC,
107,121,2,303,EE,
107,216,2,303,10,
107,216,2,303,11,
107,216,2,303,11,
107,7,2,278,J,
107,7,2,278,K,
107,162,4,278,EE,
107,11,2,278,G,
107,217,2,307,10,
107,217,2,307,2,
107,217,4,307,11,
107,123,4,307,HH,
107,158,2,279,BB,
107,93,4,279,QQ,
107,215,2,259,13,
107,161,2,259,MM,
107,134,4,283,KK,
107,119,1,310,FF,
107,129,2,286,KK,
107,212,2,283,2,
107,104,2,283,DD,
107,161,4,284,GG,
107,139,2,314,CC,
107,4,12,314,J,
107,8,2,314,H,
107,4,14,314,K,
107,7,2,288,E,
107,102,4,288,NN,
107,97,2,318,BB,
107,98,3,288,NN,
107,99,3,288,RR,
107,93,4,288,MM,
107,213,4,288,9,
107,7,2,269,J,
107,77,4,321,L,
107,161,4,291,FF,
107,74,2,293,G,
107,74,4,294,L,
107,6,6,325,F,
107,129,2,292,FF,
107,97,4,325,LL,
107,414,16,295,B,
107,100,2,298,GG,
107,93,4,298,JJ,
107,94,8,329,DD,
107,159,6,298,LL,
107,6,6,329,E,
107,218,2,279,18,
107,7,4,336,E,
107,11,2,306,F,
107,71,2,304,G,
107,161,6,307,PP,
107,98,3,307,LL,
107,216,2,308,8,
107,76,2,340,C,
107,163,6,309,FF,
107,101,2,312,FF,
107,218,2,289,16,
107,404,6,344,C,
107,97,4,347,EE,
107,163,6,348,CC,
107,102,6,317,JJ,
107,218,2,299,14,
107,162,12,322,PP,
107,9,4,324,H,
107,216,4,358,1,
107,238,2,338,14,
107,310,2,321,4,
107,218,2,309,12,
107,9,2,336,E,
107,158,4,336,EE,
107,409,5,336,B,
107,164,8,336,LL,
107,7,4,336,D,
107,12,4,379,H,
107,407,5,346,D,
107,119,4,346,HH,
107,133,4,346,KK,
107,74,4,384,H,
107,158,4,351,CC,
107,160,2,360,DD,
107,157,5,360,PP,
107,405,4,360,D,
107,409,2,360,A,
107,237,4,376,9,
107,209,2,362,5,
107,10,2,381,D,
107,12,4,403,G,
107,56,2,367,K,
107,13,4,384,L,
107,12,1,382,C,
107,9,3,365,1,
107,309,4,365,4,
107,112,2,364,NN,
107,0,2,390,4,
107,408,4,375,B,
107,102,4,407,PP,
107,13,4,417,J,
107,10,2,379,H,
107,61,1,420,D,
107,74,2,384,J,
107,13,2,386,K,
107,49,2,389,M,
107,67,4,404,J,
107,50,1,391,E,
107,72,4,391,H,
107,50,2,435,J,
107,129,4,402,NN,
107,14,4,435,J,
107,66,4,414,L,
107,47,2,403,F,
107,9,2,379,M,
107,242,2,408,1,
107,54,2,424,F,
107,9,4,408,G,
107,16,2,410,C,
107,37,2,438,G,
107,9,2,394,L,
107,67,4,468,M,
107,10,4,427,K,
107,51,1,472,F,
107,67,2,446,A,
107,802,2,445,5,
107,100,4,432,QQ,
107,163,4,432,FF,
107,63,4,479,J,
107,9,2,409,J,
107,51,2,429,C,
107,52,4,429,G,
107,64,2,429,E,
107,38,1,440,G,
107,62,4,490,H,
107,307,4,483,3,
107,97,2,453,FF,
107,0,4,471,22,
107,20,4,458,E,
107,20,4,458,F,
107,409,10,456,D,
107,66,4,505,J,
107,52,2,505,D,
107,239,4,467,29,
107,226,2,467,12,
107,19,2,458,D,
107,802,2,460,3,
107,66,4,512,F,
107,12,2,516,A,
107,9,3,521,B,
107,9,3,521,B,
107,59,4,523,L,
107,80,4,524,C,
107,47,2,480,M,
107,410,6,480,D,
107,410,4,480,C,
107,38,2,534,D,
107,60,4,534,K,
107,43,4,534,J,
107,54,4,549,M,
107,50,4,571,L,
107,55,2,571,B,
107,65,4,578,E,
107,65,4,578,F,
107,51,1,592,B,
107,109,2,564,AA,
107,236,2,586,12,
107,236,2,586,12,
107,236,4,586,19,
107,210,2,586,17,
107,231,2,586,5,
107,204,4,586,6,
107,205,1,586,13,
107,13,2,600,A,
107,78,4,600,A,
107,15,4,543,L,
107,34,2,615,H,
107,46,3,624,M,
107,80,2,576,D,
107,21,4,637,G,
107,25,2,578,F,
107,39,4,655,L,
107,500,4,681,1,
107,50,3,681,F,
107,36,4,688,J,
107,210,3,658,10,
107,570,2,634,1,
107,34,4,634,M,
107,49,2,640,A,
107,0,2,655,2,
107,909,8,664,3,
107,30,4,743,M,
107,34,2,747,B,
107,909,5,677,2,
107,35,2,754,K,
107,32,4,765,G,
107,39,3,769,D,
107,64,4,734,C,
107,21,6,843,H,
107,36,2,846,A,
107,102,3,768,RR,
107,555,2,758,2,
107,546,1,794,3,
107,33,4,908,B,
107,805,4,919,5,
107,82,3,863,G,
107,82,10,864,K,
107,15,4,864,H,
107,9,8,864,L,
107,30,2,941,H,
107,39,3,941,M,
107,232,2,941,10,
107,232,4,941,10,
107,28,4,942,L,
107,23,4,942,E,
107,9,8,912,K,
107,51,3,955,M,
107,102,4,959,MM,
107,216,4,959,12,
107,225,2,959,16,
107,573,4,1439,2,
107,701,2,1632,5,
107,702,2,1632,6,
107,701,4,1639,3,
107,909,4,1668,1,
107,569,4,1823,1,
107,539,3,2202,3,
107,203,3,4435,8,
107,237,4,5028,12-Nov,
107,226,3,150,17,
107,215,2,180,14,
107,6,2,199,F,
107,220,2,225,18,
107,160,4,250,MM,
